Case Number,Address,Parcel,Establishment Name,Code Number,Code Description,Case Open Date,Case Closed Date,Date Cited,Date Corrected,Code Case Status,geocoded_column
184646,"100 Cambridgeside Pl, Cambridge, MA 02141",8-89,Panda Express,,,07/12/2022 12:00:00 AM,07/12/2022 12:00:00 AM,07/12/2022 12:00:00 AM,,Complete,POINT (-71.077148 42.369146)
178413,"40 Granite St, Cambridge, MA 02139",99-81,Morse School , 5-103.11-.12 * ,Water Capacity and Pressure-Quantity and Availability,06/01/2022 12:00:00 AM,06/09/2022 12:00:00 AM,06/01/2022 12:00:00 AM,06/08/2022 12:00:00 AM,Complete,POINT (-71.112745 42.356146)
173658,"777 Memorial Dr, Cambridge, MA 02139",100-68,Bisuteki Japanese Steakhouse,5-205.11 ,Accessibility- Operation and Maintenance,05/04/2022 12:00:00 AM,05/25/2022 12:00:00 AM,05/04/2022 12:00:00 AM,05/11/2022 12:00:00 AM,Complete,POINT (-71.114978 42.35876)
187895,"2030 Massachusetts Ave, Cambridge, MA 02140",200-68,Andy's Diner,4-202.11 * ,Food-Contact Surfaces Designed and Construction,08/01/2022 12:00:00 AM,09/13/2022 12:00:00 AM,08/01/2022 12:00:00 AM,08/24/2022 12:00:00 AM,Complete,POINT (-71.122124 42.390694)
193459,"460 Massachusetts Ave, Cambridge, MA 02139",92-132,mary chung restaurant,4-602.13 ,Non-Food Contact Surfaces Clean-Frequency,08/31/2022 12:00:00 AM,09/09/2022 12:00:00 AM,08/31/2022 12:00:00 AM,09/07/2022 12:00:00 AM,Complete,POINT (-71.10107 42.363645)
242015,"424 Massachusetts Ave, Cambridge, MA 02139",92-132,Mariposa Bakery,5-205.15,"System Maintained in Good Repair (P, C)",09/06/2023 12:00:00 AM,09/15/2023 12:00:00 AM,09/06/2023 12:00:00 AM,09/13/2023 12:00:00 AM,Complete,POINT (-71.100653 42.363408)
189786,"2234 Massachusetts Ave, Cambridge, MA 02140",196-123,Foodland,6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",08/09/2022 12:00:00 AM,08/24/2022 12:00:00 AM,,08/23/2022 12:00:00 AM,Complete,POINT (-71.126469 42.393827)
205529,"49 White St, Cambridge, MA 02140",179-87,Starbucks,,,12/15/2022 12:00:00 AM,12/16/2022 12:00:00 AM,12/15/2022 12:00:00 AM,,Complete,POINT (-71.118305 42.389711)
239275,"21 Brattle St, Cambridge, MA 02138",169-46,Felipe's Taqueria,3-304.14 ,"Wiping Cloths, Use Limitation (C)",08/21/2023 12:00:00 AM,09/21/2023 12:00:00 AM,,08/28/2023 12:00:00 AM,Complete,POINT (-71.120491 42.373454)
226123,"11 Springfield St, Cambridge, MA 02139",83-15,Olé, 5-201.11 * ,Approved-Materials,05/30/2023 12:00:00 AM,06/14/2023 12:00:00 AM,,06/06/2023 12:00:00 AM,Complete,POINT (-71.100348 42.374104)
248278,"598 Massachusetts Ave, Cambridge, MA 02139",106-124,Chipotle Mexican Grill, 3-202.11,"Temperature (P, Pf)",11/23/2023 12:00:00 AM,11/13/2023 12:00:00 AM,11/23/2023 12:00:00 AM,11/13/2023 12:00:00 AM,Complete,POINT (-71.10314 42.364877)
205731,"125 River St, Cambridge, MA 02139",125-57,The Nu Dó Society ,4-903.11-.12 ,"Equipment, Utensils, Linens and Single-Service/Use Articles-Storing & Prohibitions",12/19/2022 12:00:00 AM,01/12/2023 12:00:00 AM,12/19/2022 12:00:00 AM,01/03/2023 12:00:00 AM,Complete,POINT (-71.108756 42.363965)
190060,"286 Franklin St, Cambridge, MA 02139",105-119,Andala Coffee House,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",08/15/2022 12:00:00 AM,09/12/2022 12:00:00 AM,08/15/2022 12:00:00 AM,08/29/2022 12:00:00 AM,Complete,POINT (-71.105745 42.364764)
209450,"401 Massachusetts Ave, Cambridge, MA 02139",91-52,Desi Dhaba," 4-603.12-.14,.16 ","Precleaning, Loading, Cleaning, and Rinsing Procedures",01/30/2023 12:00:00 AM,02/09/2023 12:00:00 AM,,02/08/2023 12:00:00 AM,Complete,POINT (-71.099949 42.363582)
206843,"581 Massachusetts Ave, Cambridge, MA 02139",90-133,Paris Baguette,4-601.11 *,"Equipment, Food-Contact Surfaces, and Utensils Clean",01/04/2023 12:00:00 AM,01/11/2023 12:00:00 AM,01/04/2023 12:00:00 AM,01/11/2023 12:00:00 AM,Complete,POINT (-71.102735 42.365015)
214234,"149 Alewife Brook Pkwy, Cambridge, MA 02140",268C-32,Summer Shack,4-602.13 ,Non-Food Contact Surfaces Clean-Frequency,03/08/2023 12:00:00 AM,03/21/2023 12:00:00 AM,03/08/2023 12:00:00 AM,03/20/2023 12:00:00 AM,Complete,POINT (-71.141205 42.393754)
232651,"6 Brattle St, Cambridge, MA 02138",169-50,Cardullo's Gourmet Shoppe,5-205.11 ,Accessibility- Operation and Maintenance,07/12/2023 12:00:00 AM,07/19/2023 12:00:00 AM,,07/19/2023 12:00:00 AM,Complete,POINT (-71.119765 42.373508)
192800,"84 Massachusetts Ave, Cambridge, MA 02139",57-169,Carolicious, 6-501.14 ,"Cleaning Ventilation System, Nuisance and Discharge Prohibition",08/29/2022 12:00:00 AM,10/17/2022 12:00:00 AM,08/29/2022 12:00:00 AM,09/13/2022 12:00:00 AM,Complete,POINT (-71.094618 42.358884)
237491,"158 Prospect St, Cambridge, MA 02139",88-48,KOREANA RESTAURANT,4-204.112 ,"Temperature Measuring Devices-Functionality (Pf, C)",08/09/2023 12:00:00 AM,08/23/2023 12:00:00 AM,08/09/2023 12:00:00 AM,08/23/2023 12:00:00 AM,Complete,POINT (-71.101017 42.369115)
179294,"50 Jfk St, Cambridge, MA 02138",162-72,NINE TASTES,4-101.111 ,Nonfood-Contact Surfaces Materials,06/06/2022 12:00:00 AM,06/13/2022 12:00:00 AM,,06/13/2022 12:00:00 AM,Complete,POINT (-71.120456 42.372051)
234686,"40 Brattle St, Cambridge, MA 02138",168-33,Longfellow Bar at Alden and Harlow,3-302.11 (A 1&2) *,"Packaged and Unpackaged Food – Separation, Packaging, and Segregation",07/24/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/24/2023 12:00:00 AM,07/31/2023 12:00:00 AM,Complete,POINT (-71.121362 42.373628)
202591,"1 Harvard Yard, Cambridge, MA 02138",159-1,Cafe Gato Rojo,3-501.17,"Ready-to-Eat, Time/Temperature Control for Safety Food, Date Marking. ",11/15/2022 12:00:00 AM,11/21/2022 12:00:00 AM,,11/21/2022 12:00:00 AM,Complete,POINT (-71.117134 42.374564)
247518,"17 Central Sq, Cambridge, MA 02139",105-82,India Pavilion Restaurant,"4-903.11 (A), (B), and (D)","Equipment, Utensils, Linens and Single-Service and Single-Use Articles-Storing (C)",10/23/2023 12:00:00 AM,12/21/2023 12:00:00 AM,10/23/2023 12:00:00 AM,12/20/2023 12:00:00 AM,Complete,POINT (-71.10476 42.365375)
216849,"2088 Massachusetts Ave, Cambridge, MA 02140",199-67,Wasabi at Porter,6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",03/30/2023 12:00:00 AM,04/18/2023 12:00:00 AM,03/30/2023 12:00:00 AM,04/14/2023 12:00:00 AM,Complete,POINT (-71.12343 42.391305)
194070,"129 Franklin St, Unit 109, Cambridge, MA 02139",,Bright Horizons at University Park, 5-103.11-.12 ,Water Capacity and Pressure-Quantity and Availability,09/07/2022 12:00:00 AM,09/21/2022 12:00:00 AM,09/07/2022 12:00:00 AM,09/21/2022 12:00:00 AM,Complete,POINT (-71.101373 42.362714)
194219,"200 Alewife Brook Pkwy, Cambridge, MA 02138",265C-25,Kikka @ Whole Foods Fresh Pond ,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",09/07/2022 12:00:00 AM,05/30/2023 12:00:00 AM,09/07/2022 12:00:00 AM,,Complete,POINT (-71.141767 42.389139)
207533,"1925-B Massachusetts Ave, Cambridge, MA 02140",179-81,Little Bake,3-302.12 ,Food Storage Containers Identified with Common Name of Food,01/05/2023 12:00:00 AM,02/28/2023 12:00:00 AM,01/05/2023 12:00:00 AM,02/02/2023 12:00:00 AM,Complete,POINT (-71.119813 42.389463)
193045,"411 Massachusetts Ave, Cambridge, MA 02139",91-207,Muku,7-209.11 ,Personal Care Items – Storage,08/30/2022 12:00:00 AM,09/07/2022 12:00:00 AM,08/30/2022 12:00:00 AM,09/07/2022 12:00:00 AM,Complete,POINT (-71.100131 42.363584)
227468,"450 Massachusetts Ave, Cambridge, MA 02139",92-132,Veggie Galaxy,?	4-202.12 ,CIP Equipment,06/06/2023 12:00:00 AM,06/21/2023 12:00:00 AM,06/06/2023 12:00:00 AM,06/15/2023 12:00:00 AM,Complete,POINT (-71.1011 42.363484)
191762,"1790 Massachusetts Ave, Cambridge, MA 02140",176-15,Chalawan,6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",08/22/2022 12:00:00 AM,02/01/2023 12:00:00 AM,08/22/2022 12:00:00 AM,10/06/2022 12:00:00 AM,Complete,POINT (-71.119466 42.385971)
205248,"36 Mellen St, Cambridge, MA 02138",157-64,Ava's Kitchen @ Lesley University,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",12/13/2022 12:00:00 AM,03/01/2023 12:00:00 AM,12/13/2022 12:00:00 AM,,Complete,POINT (-71.116899 42.380514)
207547,"1682 Massachusetts Ave, Cambridge, MA 02138",174-30,Giulia,4-501.110 ,"Mechanical Warewashing Equipment, Washing Solution Temperature",01/10/2023 12:00:00 AM,03/02/2023 12:00:00 AM,01/10/2023 12:00:00 AM,01/19/2023 12:00:00 AM,Complete,POINT (-71.119829 42.382513)
206362,"44 Brattle St, Cambridge, MA 02138",168-13,Harvest,3-602.11 [590.004 (J)] *,Packaged Foods-Properly Labeled,12/28/2022 12:00:00 AM,01/05/2023 12:00:00 AM,12/28/2022 12:00:00 AM,01/05/2023 12:00:00 AM,Complete,POINT (-71.12158 42.373915)
209047,"1271 Cambridge St, Cambridge, MA 02139",83-67,Bom Dough,?	4-501.12 ,Cutting Surfaces,01/26/2023 12:00:00 AM,01/26/2023 12:00:00 AM,01/26/2023 12:00:00 AM,01/26/2023 12:00:00 AM,Complete,POINT (-71.098697 42.373558)
189793,"2263 Massachusetts Ave, Cambridge, MA 02140",182-90,Urban Hearth,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",08/10/2022 12:00:00 AM,09/16/2022 12:00:00 AM,08/10/2022 12:00:00 AM,09/15/2022 12:00:00 AM,Complete,POINT (-71.126712 42.394495)
210975,"1144 Cambridge St, Cambridge, MA 02139",85-101,Martin Brothers Liquors, 5-501.11-.16 ,"Outdoor Constructed, Enclosures, Receptacles, Storage Areas, Capacity and Availability",02/13/2023 12:00:00 AM,02/21/2023 12:00:00 AM,02/13/2023 12:00:00 AM,02/21/2023 12:00:00 AM,Complete,POINT (-71.096379 42.373065)
256114,"1245 Cambridge St, Cambridge, MA 02139",83-67,All Star Sandwich Bar,,,01/23/2024 12:00:00 AM,01/29/2024 12:00:00 AM,01/23/2024 12:00:00 AM,,Complete,POINT (-71.09819 42.373482)
220020,"215 Monsignor Obrien Hwy, Cambridge, MA 02141",7-115,Fairfield Inn and Suites by Marriott,4-501.112,Mechanical Warewashing Equipment – Hot Water Sanitization Temperatures,04/26/2023 12:00:00 AM,05/04/2023 12:00:00 AM,04/26/2023 12:00:00 AM,05/04/2023 12:00:00 AM,Complete,POINT (-71.079546 42.372713)
201064,"26 New St, Cambridge, MA 02138",273-51,Lavash Grille,4-601.11 *,"Equipment, Food-Contact Surfaces, and Utensils Clean",10/31/2022 12:00:00 AM,03/01/2023 12:00:00 AM,10/31/2022 12:00:00 AM,11/08/2022 12:00:00 AM,Complete,POINT (-71.140575 42.387971)
207827,"1712 Massachusetts Ave, Cambridge, MA 02138",175-84,ChangSho Restaurant,6-501.111 * ,Controlling Pests,01/11/2023 12:00:00 AM,02/21/2023 12:00:00 AM,01/11/2023 12:00:00 AM,02/09/2023 12:00:00 AM,Complete,POINT (-71.119732 42.383524)
237491,"158 Prospect St, Cambridge, MA 02139",88-48,KOREANA RESTAURANT,2-103.11 ,Person in Charge-Duties (Pf),08/09/2023 12:00:00 AM,08/23/2023 12:00:00 AM,08/09/2023 12:00:00 AM,08/23/2023 12:00:00 AM,Complete,POINT (-71.101017 42.369115)
203030,"32 Mill St, Cambridge, MA 02138",161-58,Winthrop Grille,,,11/17/2022 12:00:00 AM,11/21/2022 12:00:00 AM,11/17/2022 12:00:00 AM,,Complete,POINT (-71.118609 42.370399)
197534,"850 Cambridge St, Cambridge, MA 02141",38-1,King Open School,,,06/28/2022 12:00:00 AM,10/04/2022 12:00:00 AM,06/28/2022 12:00:00 AM,,Complete,POINT (-71.09144 42.372154)
189477,"450 Massachusetts Ave, Cambridge, MA 02139",92-132,Veggie Galaxy,?	4-302.14 ,"Sanitizing Solutions, Testing Devices",08/10/2022 12:00:00 AM,09/15/2022 12:00:00 AM,08/10/2022 12:00:00 AM,08/24/2022 12:00:00 AM,Complete,POINT (-71.1011 42.363476)
240627,"799 Concord Ave, Cambridge, MA 02138",267D-339,Sancta Maria Nursing Facility,6-501.12 ,"Cleaning, Frequency and Restrictions (C)",08/24/2023 12:00:00 AM,10/10/2023 12:00:00 AM,08/24/2023 12:00:00 AM,09/19/2023 12:00:00 AM,Complete,POINT (-71.155468 42.391457)
234683,"40 Brattle St, Cambridge, MA 02138",168-33,Alden & Harlow ," 4-603.12-.14,.16 ","Precleaning, Loading, Cleaning, and Rinsing Procedures",07/24/2023 12:00:00 AM,07/31/2023 12:00:00 AM,,07/31/2023 12:00:00 AM,Complete,POINT (-71.121362 42.373628)
187830,"202 Third St, Cambridge, MA 02141",17-76,Desfina , 5-501.110-.116 ,"Storage Good Repair, Covering, Maintaining Refuse, Cleaning, and Prohibitions",08/01/2022 12:00:00 AM,12/02/2022 12:00:00 AM,08/01/2022 12:00:00 AM,,Complete,POINT (-71.08107 42.367592)
177044,"502 Massachusetts Ave, Cambridge, MA 02139",93-80,Viale,3-502.11 * ,Specialized Processing Method,05/23/2022 12:00:00 AM,06/07/2022 12:00:00 AM,05/23/2022 12:00:00 AM,05/31/2022 12:00:00 AM,Complete,POINT (-71.101755 42.364062)
216464,"269 Putnam Ave, Cambridge, MA 02139",129-32,Alive and Kicking Lobsters ,6-501.111 * ,Controlling Pests,03/29/2023 12:00:00 AM,04/05/2023 12:00:00 AM,,04/05/2023 12:00:00 AM,Complete,POINT (-71.113747 42.362668)
236186,"9 Brookline St, Cambridge, MA 02139",93-81,Brookline Lunch,4-904.11 ,Kitchen and Tableware-Preventing Contamination (C),08/02/2023 12:00:00 AM,08/18/2023 12:00:00 AM,08/02/2023 12:00:00 AM,08/17/2023 12:00:00 AM,Complete,POINT (-71.101715 42.363788)
245580,"20 Acorn Park Dr, Cambridge, MA 02140",267.2-273,The Bistro,3-701.11 ,"Discarding or Reconditioning Unsafe, Adulterated, or Contaminated Food (P)",09/13/2023 12:00:00 AM,10/24/2023 12:00:00 AM,09/13/2023 12:00:00 AM,10/24/2023 12:00:00 AM,Complete,POINT (-71.147316 42.397984)
216632,"5 Arrow St, Cambridge, MA 02138",133-20,Faro Cafe,4-602.13 ,Non-Food Contact Surfaces Clean-Frequency,03/30/2023 12:00:00 AM,04/07/2023 12:00:00 AM,,04/07/2023 12:00:00 AM,Complete,POINT (-71.114631 42.371205)
195656,"1573 Cambridge St, Cambridge, MA 02138",140-134,Youville House Assisted Living,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",09/20/2022 12:00:00 AM,09/27/2022 12:00:00 AM,09/20/2022 12:00:00 AM,09/27/2022 12:00:00 AM,Complete,POINT (-71.106591 42.374994)
199372,"11 Dunster St, Cambridge, MA 02138",160-59,Mikes Pastry,,,10/26/2022 12:00:00 AM,10/19/2022 12:00:00 AM,10/26/2022 12:00:00 AM,,Complete,POINT (-71.118993 42.373)
262202,"36 Mellen St, Cambridge, MA 02138",157-64,Ava's Kitchen @ Lesley University,6-501.12 ,"Cleaning, Frequency and Restrictions (C)",02/28/2024 12:00:00 AM,03/18/2024 12:00:00 AM,02/28/2024 12:00:00 AM,,Complete,POINT (-71.116899 42.380514)
194310,"822 Somerville Ave, Cambridge, MA 02140",152-25,Target Store T-3304,,,09/08/2022 12:00:00 AM,09/09/2022 12:00:00 AM,09/08/2022 12:00:00 AM,,Complete,POINT (-71.118473 42.388323)
251625,"575 Memorial Dr, Cambridge, MA 02139",63-134,OUR PLACE,,,12/07/2023 12:00:00 AM,12/11/2023 12:00:00 AM,12/07/2023 12:00:00 AM,,Complete,POINT (-71.105316 42.354237)
249046,"1 One Kendall Square Complex, Cambridge, MA 02142",39-174,The Smoke Shop BBQ,3-501.16 (A)(1),"Time/Temperature Control for Safety Food, Hot and Cold Holding (P)",11/08/2023 12:00:00 AM,12/15/2023 12:00:00 AM,11/08/2023 12:00:00 AM,12/11/2023 12:00:00 AM,Complete,POINT (-71.08964 42.367395)
207550,"1 Shepard St, Cambridge, MA 02138",174-37,Moeca,6-501.111 * ,Controlling Pests,01/10/2023 12:00:00 AM,03/02/2023 12:00:00 AM,01/10/2023 12:00:00 AM,01/19/2023 12:00:00 AM,Complete,POINT (-71.120137 42.381849)
201962,"94 Hampshire St, Cambridge, MA 02139",77-63,Formaggio Kitchen Kendall, 6-501.14 ,"Cleaning Ventilation System, Nuisance and Discharge Prohibition",11/09/2022 12:00:00 AM,12/07/2022 12:00:00 AM,11/09/2022 12:00:00 AM,12/07/2022 12:00:00 AM,Complete,POINT (-71.095147 42.368895)
246939,"45 Quincy St, Cambridge, MA 02138",143-17,HUDS Annenberg,6-501.111,"Controlling Pests (Pf, C)",10/17/2023 12:00:00 AM,11/27/2023 12:00:00 AM,10/17/2023 12:00:00 AM,10/31/2023 12:00:00 AM,Complete,POINT (-71.114845 42.375759)
202756,"80 Gerrys Landing Rd, Cambridge, MA 02138",242-36,BBN Dining Services,4-904.11 ,Kitchen and Tableware-Preventing Contamination,11/16/2022 12:00:00 AM,11/17/2022 12:00:00 AM,11/16/2022 12:00:00 AM,,Complete,POINT (-71.135302 42.370973)
239282,"1432 Massachusetts Ave, Cambridge, MA 02138",169-99,Otto,3-305.11,Food Storage-Preventing Contamination from the Premises (C),08/21/2023 12:00:00 AM,08/28/2023 12:00:00 AM,,08/28/2023 12:00:00 AM,Complete,POINT (-71.119074 42.374096)
227237,"73 Ames St, Cambridge, MA 02142",43-76,VESTER ,,,06/06/2023 12:00:00 AM,07/17/2023 12:00:00 AM,06/06/2023 12:00:00 AM,,Complete,POINT (-71.08815 42.363315)
188290,"1646 Massachusetts Ave, Cambridge, MA 02138",173-65,Montrose Spa,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",08/03/2022 12:00:00 AM,08/17/2022 12:00:00 AM,08/03/2022 12:00:00 AM,08/17/2022 12:00:00 AM,Complete,POINT (-71.119977 42.381238)
199111,"71 Pearl St, Cambridge, MA 02139",106-28,James F Farr Academy,4-501.112,Mechanical Warewashing Equipment – Hot Water Sanitization Temperatures,10/18/2022 12:00:00 AM,10/26/2022 12:00:00 AM,10/18/2022 12:00:00 AM,10/25/2022 12:00:00 AM,Complete,POINT (-71.104503 42.36307)
224190,"1 Bow St, Cambridge, MA 02138",133-51,Hokkaido Ramen Santouka,3-305.11-.12 ,Food Storage-Preventing Contamination and Prohibited Areas,05/18/2023 12:00:00 AM,08/18/2023 12:00:00 AM,,05/25/2023 12:00:00 AM,Complete,POINT (-71.115817 42.372204)
206205,"340 River St, Cambridge, MA 02139",128-72,GENJI,,,12/15/2022 12:00:00 AM,12/27/2022 12:00:00 AM,12/15/2022 12:00:00 AM,,Complete,POINT (-71.114152 42.361151)
204896,"96 Concord Ave, Cambridge, MA 02138",226-30,Saint Peter School,,,12/08/2022 12:00:00 AM,12/09/2022 12:00:00 AM,12/08/2022 12:00:00 AM,,Complete,POINT (-71.12939 42.381302)
186955,"3 Church St, Cambridge, MA 02138",169-79,Y2Y Harvard Square,8-301.11 [590.012] ,"Prerequisite for Operation, Valid Permit",07/26/2022 12:00:00 AM,06/16/2023 12:00:00 AM,07/26/2022 12:00:00 AM,06/07/2023 12:00:00 AM,Complete,POINT (-71.119558 42.374458)
186853,"1815 Massachusetts Ave, Cambridge, MA 02140",152-17,Sapporo Ramen,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",07/25/2022 12:00:00 AM,09/07/2022 12:00:00 AM,07/25/2022 12:00:00 AM,08/11/2022 12:00:00 AM,Complete,POINT (-71.118975 42.387136)
251669,"275 Prospect St, Cambridge, MA 02139",110-91,7- Eleven Convenient Store,,,12/05/2023 12:00:00 AM,12/08/2023 12:00:00 AM,12/05/2023 12:00:00 AM,,Complete,POINT (-71.099345 42.372227)
172218,,,Ben & Jerry's,,,04/14/2022 12:00:00 AM,04/26/2022 12:00:00 AM,04/14/2022 12:00:00 AM,,Complete,
173419,"110 Cushing St, Cambridge, MA 02138",256-80,Haggerty School ,,,05/03/2022 12:00:00 AM,05/03/2022 12:00:00 AM,05/03/2022 12:00:00 AM,,Complete,POINT (-71.152332 42.378108)
184641,"100 Cambridgeside Pl, Cambridge, MA 02141",8-89,Chiang Mai Thai, 6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",07/12/2022 12:00:00 AM,11/15/2022 12:00:00 AM,07/12/2022 12:00:00 AM,,Complete,POINT (-71.077148 42.369146)
166200,"403 Massachusetts Ave, Cambridge, MA 02139",91-52,New City Microcreamery,,,03/14/2022 12:00:00 AM,03/21/2022 12:00:00 AM,03/14/2022 12:00:00 AM,,Complete,POINT (-71.100059 42.363579)
182838,"115 Prospect St, Cambridge, MA 02139",107-117,Whole Foods Market,4-101.111 ,Nonfood-Contact Surfaces Materials,06/29/2022 12:00:00 AM,07/22/2022 12:00:00 AM,06/29/2022 12:00:00 AM,07/22/2022 12:00:00 AM,Complete,POINT (-71.102159 42.367896)
205368,"580 Cambridge St, Cambridge, MA 02141",34-24,Rock and Roll Daycare,,,12/14/2022 12:00:00 AM,12/15/2022 12:00:00 AM,12/14/2022 12:00:00 AM,,Complete,POINT (-71.086039 42.371724)
217225,"125 River St, Cambridge, MA 02139",125-57,The Nu Dó Society , 6.501.15 * ,"Cleaning Maintenance Tools, Preventing Contamination",04/04/2023 12:00:00 AM,04/21/2023 12:00:00 AM,04/04/2023 12:00:00 AM,04/11/2023 12:00:00 AM,Complete,POINT (-71.108756 42.363965)
223882,"820 Memorial Dr, Cambridge, MA 02139",129-55,MEMORIAL DRIVE SHELL,3-101.11 *,"Safe, Unadulterated, and Honestly Presented-Spoilage",05/17/2023 12:00:00 AM,05/25/2023 12:00:00 AM,05/17/2023 12:00:00 AM,05/24/2023 12:00:00 AM,Complete,POINT (-71.115691 42.361794)
211322,"62 Walden St, Cambridge, MA 02140",201-2,Thistle and Shamrock,3-602.11 [590.004 (J)] *,Packaged Foods-Properly Labeled,02/15/2023 12:00:00 AM,03/01/2023 12:00:00 AM,02/15/2023 12:00:00 AM,02/28/2023 12:00:00 AM,Complete,POINT (-71.124885 42.38894)
229919,"589 Massachusetts Ave, Cambridge, MA 02139",90-70,Caffe Nero,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",06/21/2023 12:00:00 AM,07/24/2023 12:00:00 AM,06/21/2023 12:00:00 AM,07/24/2023 12:00:00 AM,Complete,POINT (-71.102797 42.365052)
209609,"40 Brattle St, Cambridge, MA 02138",168-33,Alden & Harlow ,2-201.11-.14 *,"Proper, Adequate Handwashing",02/09/2023 12:00:00 AM,03/09/2023 12:00:00 AM,02/09/2023 12:00:00 AM,03/09/2023 12:00:00 AM,Complete,POINT (-71.121362 42.373628)
232324,"33 Brattle St, Cambridge, MA 02138",169-46,Waku Waku,6-501.114 ,"Maintaining Premises, Unnecessary Items and Litter",07/10/2023 12:00:00 AM,07/18/2023 12:00:00 AM,,07/17/2023 12:00:00 AM,Complete,POINT (-71.120925 42.373547)
227689,"2310 Massachusetts Ave, Cambridge, MA 02140",192-121,Frank's Steak House,3-501.14-.15 ,Proper Cooling and Cooling Methods of PHF,06/05/2023 12:00:00 AM,06/09/2023 12:00:00 AM,06/05/2023 12:00:00 AM,,Complete,POINT (-71.12833 42.395485)
214234,"149 Alewife Brook Pkwy, Cambridge, MA 02140",268C-32,Summer Shack,4-204.115 ,"Warewashing Machines, Temperature Measuring Devices",03/08/2023 12:00:00 AM,03/21/2023 12:00:00 AM,03/08/2023 12:00:00 AM,03/20/2023 12:00:00 AM,Complete,POINT (-71.141205 42.393754)
200049,"40 Granite St, Cambridge, MA 02139",99-81,Morse Preschool & Afterschool Programs,,,10/25/2022 12:00:00 AM,10/25/2022 12:00:00 AM,10/25/2022 12:00:00 AM,,Complete,POINT (-71.112745 42.356146)
205359,"89 Brattle St, Cambridge, MA 02138",217-18,Sherrill Coffee Shop @ Lesley University,,,12/14/2022 12:00:00 AM,12/15/2022 12:00:00 AM,12/14/2022 12:00:00 AM,,Complete,POINT (-71.124169 42.376461)
252908,"1971 MASSACHUSETTS AVE, Unit C/1, Cambridge, MA 00000",179-51-C/1,Rock and Roll Daycare,8-301.11,Prerequisite for Operation,12/18/2023 12:00:00 AM,02/13/2024 12:00:00 AM,12/18/2023 12:00:00 AM,01/19/2024 12:00:00 AM,Complete,POINT (-71.120527 42.390132)
178776,"37 Jfk St, Cambridge, MA 02138",160-72,Whitney's Cafe,8-301.11 [590.012] ,"Prerequisite for Operation, Valid Permit",06/02/2022 12:00:00 AM,06/30/2022 12:00:00 AM,06/02/2022 12:00:00 AM,,Complete,POINT (-71.120151 42.372732)
205992,"2372 Massachusetts Ave, Cambridge, MA 02140",191-65,UMAMI,3-302.11 (A 1&2) *,"Packaged and Unpackaged Food – Separation, Packaging, and Segregation",12/21/2022 12:00:00 AM,03/15/2023 12:00:00 AM,12/21/2022 12:00:00 AM,02/09/2023 12:00:00 AM,Complete,POINT (-71.129653 42.396666)
233576,"1369 Cambridge St, Cambridge, MA 02139",83-93,1369 Coffeehouse ,4-903.11-.12 ,"Equipment, Utensils, Linens and Single-Service/Use Articles-Storing & Prohibitions",07/18/2023 12:00:00 AM,08/29/2023 12:00:00 AM,,07/25/2023 12:00:00 AM,Complete,POINT (-71.10039 42.37378)
197015,"158 Prospect St, Cambridge, MA 02139",88-48,KOREANA RESTAURANT,4-101.111 ,Nonfood-Contact Surfaces Materials,09/29/2022 12:00:00 AM,10/12/2022 12:00:00 AM,09/29/2022 12:00:00 AM,10/06/2022 12:00:00 AM,Complete,POINT (-71.101017 42.369115)
162191,"31 Putnam Ave, Cambridge, MA 02138",132-106,Darwin's Ltd.,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",02/07/2022 12:00:00 AM,02/28/2022 12:00:00 AM,,02/28/2022 12:00:00 AM,Complete,POINT (-71.113581 42.368961)
218384,"1646 Massachusetts Ave, Cambridge, MA 02138",173-65,Montrose Spa,3-602.11 [590.004 (J)] *,Packaged Foods-Properly Labeled,04/13/2023 12:00:00 AM,04/27/2023 12:00:00 AM,04/13/2023 12:00:00 AM,04/26/2023 12:00:00 AM,Complete,POINT (-71.119977 42.381238)
242824,"49 White St, Cambridge, MA 02140",179-87,Star #163,,,09/07/2023 12:00:00 AM,09/14/2023 12:00:00 AM,09/07/2023 12:00:00 AM,,Complete,POINT (-71.118305 42.389711)
228782,"1245 Cambridge St, Cambridge, MA 02139",83-67,All Star Sandwich Bar,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",06/13/2023 12:00:00 AM,06/26/2023 12:00:00 AM,06/13/2023 12:00:00 AM,06/22/2023 12:00:00 AM,Complete,POINT (-71.09819 42.373482)
